Wall time,Step,Value
1698367729.8779058,51700,32.87262725830078
1698367764.5332355,51800,32.22259521484375
1698367799.1725283,51900,32.98564147949219
1698367833.792232,52000,31.454317092895508
1698368241.797922,52300,32.99798583984375
1698368485.035297,53000,31.086393356323242
1698368893.2936301,53300,36.492698669433594
1698368927.8924527,53400,35.64768981933594
1698368997.1883528,53600,34.07419204711914
1698369031.8074386,53700,31.106937408447266
1698369066.443664,53800,34.460384368896484
1698369136.6070418,54000,35.63185119628906
1698369510.195471,54200,33.81566619873047
1698369579.406935,54400,32.61308288574219
1698369648.609924,54600,32.506072998046875
1698369683.269058,54700,33.56781768798828
1698369787.7528222,55000,29.818010330200195
1698370160.9603066,55200,32.139400482177734
1698370265.6482363,55500,33.35418701171875
1698370300.2048478,55600,31.887222290039062
1698370813.0172393,56200,34.068416595458984
1698370847.5904317,56300,34.1033935546875
1698370882.1608179,56400,33.2629508972168
1698371021.4096503,56800,34.82478713989258
1698371429.2782423,57100,32.65747833251953
1698371498.5288181,57300,32.78801727294922
1698371602.410929,57600,34.71739196777344
1698371741.5424366,58000,34.078556060791016
1698372185.461669,58400,31.976408004760742
1698372220.027314,58500,34.516212463378906
1698372254.5454278,58600,29.54239845275879
1698372323.599697,58800,36.00672149658203
1698372393.573833,59000,30.150569915771484
1698372732.2328134,59100,31.337234497070312
1698372766.8206615,59200,30.906822204589844
1698372835.9815803,59400,35.71796417236328
1698372905.2022986,59600,31.830690383911133
1698372939.8169327,59700,33.28838348388672
1698372974.3688452,59800,33.312347412109375
1698373008.9531364,59900,30.750354766845703
1698373419.3090768,60200,35.39552307128906
1698373453.9058588,60300,34.09736633300781
1698373626.9186687,60800,33.79540252685547
1698373696.1246502,61000,32.676021575927734
1698374103.7944686,61300,31.762540817260742
1698374139.2590215,61400,34.278411865234375
1698374208.428031,61600,33.657623291015625
1698374277.5615063,61800,37.76123809814453
1698374346.7372081,62000,34.79513168334961
1698374722.036979,62200,35.71296691894531
1698374756.6077876,62300,34.19615173339844
1698374861.217755,62600,33.15768051147461
1698374930.2861228,62800,35.239891052246094
1698374964.8288105,62900,33.56332015991211
1698375408.1100786,63300,34.27167892456055
1698375546.2888384,63700,31.136011123657227
1698375650.856899,64000,31.612131118774414
1698375990.4378781,64100,32.35637664794922
1698376024.9504795,64200,33.60063171386719
1698376059.4967706,64300,34.428855895996094
1698376094.0038223,64400,34.19346237182617
1698376266.6630948,64900,33.021514892578125
1698376641.4009876,65100,32.849761962890625
1698376675.9785275,65200,31.115753173828125
1698376710.6095676,65300,34.12282943725586
1698376745.163876,65400,31.037145614624023
1698376779.766816,65500,32.991188049316406
1698376883.513227,65800,31.943037033081055
1698376952.588103,66000,31.57987403869629
1698377499.3652763,66700,35.30868148803711
1698377603.04938,67000,32.07965850830078
1698378080.817728,67500,33.02018737792969
1698378115.460156,67600,29.516088485717773
1698378150.0686991,67700,31.782588958740234
1698378253.8716629,68000,32.95044708251953
1698378628.1763616,68200,33.065608978271484
1698378662.7464004,68300,31.9842529296875
1698378697.2942235,68400,31.686424255371094
1698378801.0093293,68700,34.05339050292969
1698379281.2992628,69200,33.16197967529297
1698379350.4691336,69400,35.96052551269531
1698379419.686746,69600,30.587648391723633
1698379454.2916918,69700,31.345699310302734
1698379523.4401388,69900,31.023603439331055
1698379933.0526795,70200,32.79670715332031
1698379967.6464906,70300,32.40583038330078
1698380036.974063,70500,34.590118408203125
1698380175.4916723,70900,37.47538757324219
1698380210.1081786,71000,30.526548385620117
1698380584.7662263,71200,33.05241394042969
1698380688.4997423,71500,31.663307189941406
1698380757.6837232,71700,34.772247314453125
1698380861.4679792,72000,33.34327697753906
1698381200.3329024,72100,30.39626693725586
1698381269.4314978,72300,29.855926513671875
1698381339.3815503,72500,32.66883087158203
1698381373.9539022,72600,32.61320495605469
1698381443.0371578,72800,31.40880584716797
1698381477.5850155,72900,31.580678939819336
1698381852.1417463,73100,34.887718200683594
1698381886.7837315,73200,29.832048416137695
1698381921.3701556,73300,32.637454986572266
1698382095.2378123,73800,31.80487823486328
1698382537.5752614,74200,33.330162048339844
1698382572.1546235,74300,30.062240600585938
1698382606.7227547,74400,28.597148895263672
1698383292.2571807,75500,33.40880584716797
1698383326.8270838,75600,31.423709869384766
1698383395.9071124,75800,30.916902542114258
1698383908.9265742,76400,33.87115478515625
1698383943.5009122,76500,33.564605712890625
1698384047.2931056,76800,31.3586368560791
1698384081.8816445,76900,36.02854919433594
1698384488.388602,77200,35.04842758178711
1698384592.948608,77500,34.748573303222656
1698384627.5333993,77600,34.76402282714844
1698384696.595838,77800,33.18635177612305
1698384731.1183174,77900,32.792999267578125
1698384765.7048802,78000,33.770362854003906
1698385104.22718,78100,36.16437911987305
1698385138.7723103,78200,31.063045501708984
1698385347.0110464,78800,29.875661849975586
1698385756.244287,79100,35.87926483154297
1698386033.766088,79900,33.532989501953125
1698386512.8668058,80400,31.796682357788086
1698386547.488147,80500,34.30645751953125
1698386582.0588126,80600,36.72440719604492
1698386616.6190531,80700,31.3281192779541
1698386721.2351887,81000,33.19828796386719
1698387302.902169,81800,31.428741455078125
1698387337.409167,81900,30.342496871948242
1698387711.830713,82100,31.702444076538086
1698387781.8058004,82300,28.79543113708496
1698387920.05089,82700,32.65214538574219
1698387954.6716764,82800,35.336029052734375
1698388397.3669744,83200,30.541072845458984
1698388431.8950598,83300,34.95629119873047
1698388501.904692,83500,31.370201110839844
1698388536.4644532,83600,31.556011199951172
1698388571.059496,83700,32.946529388427734
1698388640.1761866,83900,31.769603729248047
1698388674.7520883,84000,35.63862609863281
1698389085.0367024,84300,33.1534423828125
1698389154.139438,84500,34.88496398925781
1698389328.6744847,85000,34.06940460205078
1698389669.8035235,85100,31.89301300048828
1698389773.802232,85400,34.25529479980469
1698389877.6979735,85700,32.56496810913086
1698389982.4298246,86000,33.23651123046875
1698390357.3706894,86200,33.05607604980469
1698390461.3414533,86500,30.96731185913086
1698390495.9361153,86600,30.772380828857422
1698390634.2802842,87000,35.4130744934082
1698390973.6261313,87100,30.98758316040039
1698391729.1188447,88400,31.704620361328125
1698391763.6721616,88500,32.68316650390625
1698391798.2656627,88600,31.716415405273438
1698391867.3804677,88800,33.624732971191406
1698391936.519127,89000,32.61525344848633
1698392309.5741785,89200,33.72727966308594
1698392413.31759,89500,33.902748107910156
1698392483.5692997,89700,33.67307662963867
1698392518.2082634,89800,30.408723831176758
1698392927.2352443,90100,32.67352294921875
1698392961.7674913,90200,34.45329284667969
1698393030.8494875,90400,32.80229949951172
1698393134.3868375,90700,29.4410457611084
1698393169.802663,90800,33.13555145263672
1698393238.9784153,91000,28.844898223876953
1698393579.9027672,91100,32.82682800292969
1698393683.6232176,91400,30.439847946166992
1698393821.9417026,91800,30.78498077392578
1698393856.4976497,91900,32.40455627441406
1698394231.4630394,92100,30.614124298095703
1698394300.6115358,92300,34.144439697265625
1698394438.9149,92700,28.85562515258789
1698394473.481191,92800,32.11164093017578
1698394542.5674956,93000,29.32735824584961
1698394882.300727,93100,30.515727996826172
1698394916.8477511,93200,30.50478744506836
1698394952.3235474,93300,33.717674255371094
1698395021.4768326,93500,34.758792877197266
1698395159.7396677,93900,34.099029541015625
1698395535.7714188,94100,33.03422546386719
1698395570.3007991,94200,29.907106399536133
1698395674.8678467,94500,33.04289245605469
1698395813.10007,94900,34.00761413574219
1698396222.1437285,95200,33.83570098876953
1698396325.8641307,95500,32.684814453125
1698396360.4504585,95600,34.66716003417969
1698396499.872617,96000,32.92586135864258
1698396875.571504,96200,34.83544921875
1698396910.7381017,96300,36.65782165527344
1698396980.0908387,96500,30.979434967041016
1698397050.6588898,96700,33.23235321044922
1698397086.1054637,96800,31.17192268371582
1698397503.8733752,97100,30.899208068847656
1698397683.5260139,97600,26.4936466217041
1698397753.353632,97800,31.999197006225586
1698397789.0603013,97900,31.406309127807617
1698398188.1534052,98100,33.507293701171875
1698398225.3584092,98200,28.368061065673828
1698398366.8713706,98600,29.547340393066406
1698398507.118558,99000,30.363323211669922
1698398884.6232233,99200,32.28781509399414
1698398954.5912142,99400,30.342113494873047
1698399023.997913,99600,32.68191909790039
1698399093.568152,99800,32.054161071777344
1698399128.3581748,99900,31.89354705810547
1698399540.902126,100200,30.439159393310547
1698399575.4541028,100300,32.972679138183594
1698399610.0362859,100400,32.75428771972656
1698399679.1888685,100600,32.935691833496094
1698400156.7461023,101100,30.998228073120117
1698400225.9793892,101300,31.759212493896484
1698400295.3437195,101500,31.447479248046875
1698400329.9305978,101600,31.105392456054688
1698400364.52029,101700,32.77653503417969
1698400843.0485873,102200,32.07662582397461
1698400981.3639312,102600,33.012001037597656
1698401050.4045606,102800,31.11281967163086
1698401084.9355876,102900,32.56857681274414
1698401597.2535486,103500,30.12033462524414
1698401631.7624857,103600,32.061073303222656
1698401666.2725475,103700,35.25971984863281
1698401700.779448,103800,31.87907600402832
1698401735.2893775,103900,36.814735412597656
1698402177.483257,104300,31.897586822509766
1698402281.1161141,104600,32.63080596923828
1698402791.9830904,105200,30.642253875732422
1698402826.5107474,105300,31.00374984741211
1698402930.9550204,105600,29.965871810913086
1698402999.9848266,105800,31.717287063598633
1698403034.496417,105900,33.19951629638672
1698403069.0215173,106000,33.550132751464844
1698403440.2543406,106200,32.63945007324219
1698403543.8872445,106500,33.3126220703125
1698403613.0189025,106700,32.40961837768555
1698403683.0632813,106900,33.25624465942383
1698403717.6788664,107000,30.27997589111328
1698404056.0659866,107100,30.393238067626953
1698404090.6246636,107200,31.126235961914062
1698404125.2200632,107300,29.449405670166016
1698404159.780513,107400,31.551239013671875
1698404263.5722778,107700,31.44980239868164
1698404298.1774352,107800,34.97918701171875
1698404368.1906164,108000,32.222660064697266
1698404707.022952,108100,32.63283920288086
1698404741.6118982,108200,29.64474105834961
1698404845.252416,108500,32.05683517456055
1698404879.8124042,108600,34.74953079223633
1698404914.364341,108700,32.672447204589844
1698405356.1344638,109100,32.56465148925781
1698405598.926037,109800,31.756235122680664
1698405668.653931,110000,33.34081268310547
1698406042.727515,110200,28.90131378173828
1698406077.2128894,110300,35.612884521484375
1698406111.6939268,110400,33.34044647216797
1698406216.1141496,110700,31.091211318969727
1698406285.14047,110900,29.54139518737793
1698406657.0378356,111100,34.18866729736328
1698406691.6188364,111200,35.348270416259766
1698406760.826263,111400,31.203067779541016
1698406934.7785935,111900,31.04541015625
1698407309.0363147,112100,33.98274612426758
1698407343.6464725,112200,31.031951904296875
1698407447.4509141,112500,30.5422306060791
1698407482.0372252,112600,33.272674560546875
1698407551.1084235,112800,32.96475601196289
1698407586.543541,112900,33.05491638183594
1698407959.6000748,113100,31.870718002319336
1698407994.2271688,113200,31.620100021362305
1698408063.7661657,113400,32.827606201171875
1698408099.6088846,113500,30.529651641845703
1698408135.3425043,113600,31.28236198425293
1698408241.430108,113900,32.31830596923828
1698408651.8154578,114200,32.88303756713867
1698408790.0946066,114600,33.84145736694336
1698408859.2003624,114800,30.80710220336914
1698408929.006665,115000,29.771034240722656
1698409267.6350899,115100,29.472536087036133
1698409302.1707785,115200,32.39641571044922
1698409336.719248,115300,32.30033874511719
1698409579.913183,116000,32.21820068359375
1698409953.7359397,116200,31.3275146484375
1698410022.8407502,116400,33.69222640991211
1698410127.4541082,116700,31.591407775878906
1698410638.6960278,117300,29.746307373046875
1698410673.3150465,117400,29.52685546875
1698410742.358055,117600,30.985801696777344
1698410776.842331,117700,34.50022888183594
1698410812.227454,117800,33.917442321777344
1698411254.655866,118200,33.806617736816406
1698411323.8626401,118400,31.631832122802734
1698411393.1467433,118600,33.829227447509766
1698411462.3438468,118800,32.373870849609375
1698411496.9390607,118900,31.48896598815918
1698411531.5084174,119000,32.600669860839844
1698411939.8033009,119300,31.665943145751953
1698411974.2914522,119400,31.274322509765625
1698412008.7981584,119500,31.609176635742188
1698412077.8306317,119700,33.82905578613281
1698412112.4098759,119800,33.67091369628906
1698412520.2919693,120100,28.98992156982422
1698412659.4690835,120500,29.982810974121094
1698412694.0227294,120600,30.919111251831055
1698412728.575708,120700,27.04208755493164
1698412797.65393,120900,27.85962677001953
1698413238.6611621,121300,31.629417419433594
1698413273.2009113,121400,30.497982025146484
1698413412.503292,121800,30.045251846313477
1698413889.0757914,122300,31.807647705078125
1698413958.0326939,122500,29.54327392578125
1698414096.9565222,122900,36.69029235839844
1698414503.5431,123200,32.48250961303711
1698414538.1006584,123300,32.939125061035156
1698414710.8375452,123800,32.61368942260742
1698414780.858843,124000,35.04198455810547
1698415153.6484284,124200,31.085613250732422
1698415188.2137265,124300,33.338294982910156
1698415222.8053153,124400,32.912811279296875
1698415291.9018157,124600,31.423891067504883
1698415395.484119,124900,33.34765625
1698415430.651627,125000,34.54308319091797
1698415768.1376977,125100,34.304054260253906
1698415803.5246103,125200,30.916030883789062
1698415872.6882367,125400,32.634925842285156
1698415941.7270856,125600,34.41868209838867
1698415976.2726274,125700,29.022991180419922
1698416079.8971584,126000,28.842086791992188
1698416416.9413192,126100,35.73627853393555
1698416625.501915,126700,28.204090118408203
1698417068.0285213,127100,31.193363189697266
1698417240.5907168,127600,31.5672607421875
1698417276.0193932,127700,30.20319366455078
1698417310.5061698,127800,32.78825378417969
1698417751.949697,128200,33.20637512207031
1698417855.8460793,128500,31.078554153442383
1698418029.7635837,129000,36.014381408691406
1698418436.3855758,129300,31.50322151184082
1698418609.3697915,129800,33.34168243408203
1698418643.9617786,129900,27.41593360900879
1698419051.949452,130200,32.03007507324219
1698419190.144299,130600,32.08595275878906
1698419328.4911325,131000,33.99987030029297
1698419805.4617295,131500,31.17936134338379
1698419978.3856237,132000,30.67212677001953
1698420350.392237,132200,31.489730834960938
1698420453.9898512,132500,30.829486846923828
1698420489.4645953,132600,32.04780960083008
1698420558.6753192,132800,31.516939163208008
1698421104.4530573,133500,30.557680130004883
1698421719.662603,134400,33.102867126464844
1698421754.2546937,134500,30.879329681396484
1698421823.3885171,134700,35.724281311035156
1698421857.924844,134800,28.309925079345703
1698422266.0257974,135100,31.167076110839844
1698422300.5061617,135200,30.803516387939453
1698422369.5045936,135400,28.662654876708984
1698422507.7144945,135800,32.74335479736328
1698422576.7362583,136000,31.614364624023438
1698423020.5870695,136400,32.639320373535156
1698423055.2063074,136500,30.78287124633789
1698423089.7878668,136600,30.21505355834961
1698423124.3813968,136700,26.83081817626953
1698423158.9618611,136800,32.34593200683594
1698423601.5088427,137200,29.56623649597168
1698423706.1114964,137500,33.48883056640625
1698423740.6447096,137600,32.4377555847168
1698423878.900993,138000,32.522117614746094
1698424356.521073,138500,28.298768997192383
1698424391.093527,138600,31.6339111328125
1698424530.660667,139000,29.942832946777344
1698424939.5687053,139300,32.146732330322266
1698425077.8791173,139700,32.145835876464844
1698426344.5186498,141600,31.503658294677734
1698426379.1097043,141700,31.464197158813477
1698426819.620248,142100,31.490291595458984
1698427471.6559052,143100,28.70561981201172
1698427506.269746,143200,31.999011993408203
1698427645.4503734,143600,31.431116104125977
1698427714.5747154,143800,32.20920944213867
1698427749.158986,143900,31.075510025024414
1698427783.729878,144000,32.23101043701172
1698428122.4674702,144100,32.338844299316406
1698428226.3241231,144400,33.115325927734375
1698428330.113177,144700,29.028411865234375
1698428400.2272015,144900,30.801790237426758
1698428774.2436502,145100,30.57526206970215
1698428808.89168,145200,30.234981536865234
1698428878.185486,145400,33.399871826171875
1698428912.846648,145500,31.389184951782227
1698428982.2055135,145700,30.42827606201172
1698429016.8316133,145800,34.840667724609375
1698429051.477449,145900,31.484397888183594
1698429086.1615157,146000,31.267261505126953
1698429429.477486,146100,33.044281005859375
1698429498.872144,146300,32.09931182861328
1698429741.1971076,147000,32.97249984741211
1698430149.5435956,147300,28.9619083404541
1698430184.144313,147400,30.552377700805664
1698430253.3909366,147600,34.83855438232422
1698430799.3282926,148300,32.46159362792969
1698430938.5482101,148700,32.687347412109375
1698431007.7198157,148900,34.04790115356445
1698431042.2722504,149000,32.59283447265625
1698431450.9895563,149300,31.182907104492188
1698431485.5254247,149400,28.558990478515625
1698431624.6583774,149800,33.0860710144043
1698431659.2493415,149900,33.782379150390625
1698431694.5073888,150000,30.747644424438477
1698432068.8310075,150200,30.162179946899414
1698432310.9343038,150900,28.789960861206055
1698432346.4877136,151000,30.767047882080078
1698432684.7981045,151100,32.42217254638672
1698432754.0408237,151300,28.706680297851562
1698432823.2550552,151500,27.288288116455078
1698432857.8772025,151600,32.976104736328125
1698433403.2517476,152300,29.96200180053711
1698433575.9564734,152800,28.848712921142578
1698434086.651689,153400,32.578609466552734
1698434190.343121,153700,32.81834411621094
1698434224.9034057,153800,32.92555236816406
1698434630.9315927,154100,30.630462646484375
1698434873.9635198,154800,31.3868408203125
1698435281.0906973,155100,32.727012634277344
1698435315.7001123,155200,32.91587829589844
1698435350.3241131,155300,31.20098114013672
1698435965.7085721,156200,32.34162139892578
1698436069.4397058,156500,28.87051773071289
1698436104.0503685,156600,29.930326461791992
1698436173.189136,156800,32.23170471191406
1698436242.3795006,157000,29.807697296142578
1698436580.92337,157100,30.852031707763672
1698436615.4568915,157200,30.27191925048828
1698436650.0934708,157300,31.467121124267578
1698436753.6782835,157600,31.384048461914062
1698436822.8353665,157800,29.270767211914062
1698436891.885214,158000,29.473087310791016
1698437229.5951722,158100,31.150632858276367
1698437264.118275,158200,30.050006866455078
1698437368.580039,158500,29.47406578063965
1698437541.1428866,159000,29.821138381958008
1698438017.3548312,159500,30.679433822631836
1698438052.8462033,159600,33.706787109375
1698438087.4074132,159700,31.486635208129883
1698438529.8808026,160100,30.605426788330078
1698438564.4838748,160200,29.882976531982422
1698438599.128785,160300,34.660030364990234
1698439180.5769777,161100,31.235218048095703
1698439249.822699,161300,31.88205337524414
1698439284.4349506,161400,33.46992111206055
1698439353.737867,161600,31.546409606933594
1698439865.2431655,162200,31.503236770629883
1698439934.3863268,162400,34.0515251159668
1698440003.56406,162600,28.942106246948242
1698440038.1574419,162700,30.881383895874023
1698440479.441289,163100,29.171417236328125
1698440618.7286315,163500,32.78862762451172
1698440687.901491,163700,25.389123916625977
1698440791.7226224,164000,32.2686767578125
1698441129.4267943,164100,31.88759994506836
1698441303.1232255,164600,31.83740997314453
1698441337.6819594,164700,27.36855697631836
1698441406.7160769,164900,31.433456420898438
1698441779.384837,165100,33.3195686340332
1698441814.0029309,165200,30.153091430664062
1698441848.5934231,165300,32.43252182006836
1698441883.185819,165400,30.27793312072754
1698441952.3939216,165600,31.48732566833496
1698442022.3828816,165800,30.716796875
1698442462.5908153,166200,34.262779235839844
1698442531.8442447,166400,31.22513771057129
1698442601.0556624,166600,33.31993865966797
1698442705.7463193,166900,30.145971298217773
1698442740.3712811,167000,31.920730590820312
1698443181.537716,167400,31.42920684814453
1698443285.3660707,167700,31.898597717285156
1698443354.575125,167900,31.16451644897461
1698443389.1702602,168000,33.27508544921875
1698443763.0094335,168200,31.00116729736328
1698443866.680361,168500,28.913190841674805
1698443901.2548852,168600,32.41284942626953
1698443935.8145525,168700,30.56865692138672
1698443970.355448,168800,30.189523696899414
1698444447.0239925,169300,31.850744247436523
1698444482.4924717,169400,31.327735900878906
1698444517.017083,169500,30.67313003540039
1698444655.3690474,169900,28.445110321044922
1698444690.6140947,170000,32.05534744262695
1698445062.522493,170200,32.38679122924805
1698445131.6224735,170400,33.40863037109375
1698445236.199126,170700,33.36250305175781
