Wall time,Step,Value
1698334685.4292896,300,0.796885073184967
1698334719.824343,400,0.8235700726509094
1698334926.1867115,1000,0.6554576754570007
1698335306.8876874,1400,0.6293208003044128
1698335341.606678,1500,0.6389083862304688
1698335445.6679022,1800,0.594127357006073
1698335480.3605158,1900,0.5889394879341125
1698335515.078712,2000,0.600348174571991
1698335832.991489,2200,0.6478788256645203
1698335867.6190095,2300,0.5843870043754578
1698335972.2830276,2600,0.597153902053833
1698336006.9415529,2700,0.5987100005149841
1698336476.6383545,3300,0.5609728097915649
1698336650.8478684,3800,0.5538630485534668
1698336720.1795728,4000,0.5578949451446533
1698337239.9875379,4700,0.5095155239105225
1698337274.6083243,4800,0.5670230984687805
1698337309.2365537,4900,0.5015868544578552
1698337660.7658737,5100,0.5413729548454285
1698337764.5639114,5400,0.550203263759613
1698337868.4482799,5700,0.49145737290382385
1698337972.193728,6000,0.5356894135475159
1698338289.8177533,6100,0.5353052616119385
1698338325.413501,6200,0.5487944483757019
1698338360.1207216,6300,0.566264808177948
1698338429.5995555,6500,0.5163046717643738
1698338464.3466127,6600,0.5273983478546143
1698338499.0923395,6700,0.5241125226020813
1698338533.8201432,6800,0.5132714509963989
1698338603.3011005,7000,0.5218586325645447
1698338923.4130452,7100,0.5220434069633484
1698339132.5686228,7700,0.5547952055931091
1698339201.968353,7900,0.5182815790176392
1698339236.691584,8000,0.5231016278266907
1698339592.7581851,8200,0.49512729048728943
1698339696.804369,8500,0.5771914124488831
1698339836.3599536,8900,0.49826905131340027
1698340473.4768238,9900,0.4785284101963043
1698340508.79696,10000,0.4985586702823639
1698340902.155479,10300,0.5060798525810242
1698341006.18588,10600,0.47548627853393555
1698341040.832045,10700,0.4984494149684906
1698341110.1079347,10900,0.47614240646362305
1698341646.1692357,11600,0.4889376163482666
1698342112.2908597,12100,0.4985218942165375
1698342251.7968128,12500,0.4583559036254883
1698342286.4714878,12600,0.47576895356178284
1698342355.809125,12800,0.4651210904121399
1698342425.1779993,13000,0.46479377150535583
1698342755.2507935,13100,0.4811843931674957
1698342930.3103335,13600,0.4948152005672455
1698342965.0089357,13700,0.4746452271938324
1698343501.9664743,14400,0.4770614206790924
1698343571.4763238,14600,0.4572822153568268
1698343606.206755,14700,0.48148366808891296
1698343711.8365726,15000,0.4596167504787445
1698344251.0685725,15700,0.47445106506347656
1698344356.0570984,16000,0.4577910602092743
1698344718.072714,16200,0.428201287984848
1698344787.439689,16400,0.45560580492019653
1698344995.6297245,17000,0.48926296830177307
1698345325.8123062,17100,0.4374418258666992
1698345361.3233142,17200,0.4478394687175751
